"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_frame_to_bytes_length","tests.protocol","2026-07-12","passed","2026-07-12","TestSerialization","test_arinc429","",""
"","0","test_wrong_password_returns_401","tests.security","2026-07-12","passed","2026-07-12","TestAuthentication","test_efb_api","",""
"","0","test_missing_etx_does_not_crash","tests.protocol","2026-07-12","passed","2026-07-12","TestMissingETXAttack","test_acars_parser","",""
"Live AI should produce specific code-level fixes, not generic advice.","0","test_live_corrective_actions_mention_code","tests.agents","2026-07-12","skipped","2026-07-12","TestComplianceMapperLive","test_agents","",""
"","0","test_corrupt_frame_ratio_0_leaves_all_valid","tests.protocol","2026-07-12","passed","2026-07-12","TestParityCorruptionInjector","test_arinc429","",""
"","0","test_builder_truncates_callsign","tests.protocol","2026-07-12","passed","2026-07-12","TestBuilderValidation","test_acars_parser","",""
"","0","test_empty_findings_returns_empty_matrix","tests.agents","2026-07-12","passed","2026-07-12","TestComplianceMapperContract","test_agents","",""
"","1","test_list_shape_has_flight_plans_and_count","tests.security","2026-07-12","passed","2026-07-12","TestFlightPlanContract","test_efb_api","",""
"","0","test_bnr_rejects_unknown_label","tests.protocol","2026-07-12","passed","2026-07-12","TestBNREncoding","test_arinc429","",""
"","0","test_markdown_has_compliance_matrix_table","tests.agents","2026-07-12","passed","2026-07-12","TestComplianceMapperMarkdown","test_agents","",""
"","0","test_entry_count_matches_input","tests.agents","2026-07-12","passed","2026-07-12","TestComplianceMapperContract","test_agents","",""
"","1","test_missing_etx_has_anomaly","tests.protocol","2026-07-12","passed","2026-07-12","TestMissingETXAttack","test_acars_parser","",""
"","0","test_injected_word_fails_range_validation","tests.protocol","2026-07-12","passed","2026-07-12","TestOutOfRangeInjector","test_arinc429","",""
"","0","test_valid_word_passes_all_checks","tests.protocol","2026-07-12","passed","2026-07-12","TestARINC429Validator","test_arinc429","",""
"W4 finding: user enumeration without authentication.","0","test_debug_exposes_all_usernames","tests.security","2026-07-12","passed","2026-07-12","TestW4DebugEndpoint","test_efb_api","",""
"","0","test_invalid_token_returns_401","tests.security","2026-07-12","passed","2026-07-12","TestAuthentication","test_efb_api","",""
"","0","test_scope_disclaimer_is_set","tests.agents","2026-07-12","passed","2026-07-12","TestComplianceMapperContract","test_agents","",""
"","0","test_missing_etx_detected","tests.protocol","2026-07-12","passed","2026-07-12","TestMissingETXAttack","test_acars_parser","",""
"","1","test_bnr_value_survives_roundtrip[213--30.0]","tests.protocol","2026-07-12","passed","2026-07-12","TestBNREncoding","test_arinc429","",""
"
        W5 finding: 403 responses from require_role() expose both
        the required role and the caller's role — aids privilege escalation planning.
        ","0","test_403_response_leaks_role_info","tests.security","2026-07-12","passed","2026-07-12","TestW5InformationDisclosure","test_efb_api","",""
"","1","test_get_nonexistent_plan_returns_404","tests.security","2026-07-12","passed","2026-07-12","TestFlightPlanContract","test_efb_api","",""
"","0","test_oversized_text_detected","tests.protocol","2026-07-12","passed","2026-07-12","TestOversizedTextAttack","test_acars_parser","",""
"","0","test_replayed_frames_marked_corrupted","tests.protocol","2026-07-12","passed","2026-07-12","TestReplayAttackGenerator","test_arinc429","",""
"","0","test_random_bytes_do_not_crash","tests.protocol","2026-07-12","passed","2026-07-12","TestEdgeCases","test_acars_parser","",""
"","0","test_valid_fuel_order","tests.fuzzing","2026-07-12","passed","2026-07-12","TestAcarsParserKnownInputs","test_acars_fuzzing","",""
"","0","test_takeoff_has_distance","tests.security","2026-07-12","passed","2026-07-12","TestPerformanceContract","test_efb_api","",""
"","0","test_bnr_ncd_returns_none","tests.protocol","2026-07-12","passed","2026-07-12","TestBNREncoding","test_arinc429","",""
"Parser must always return an AcarsMessage, never None.","768","test_parser_always_returns_acars_message","tests.fuzzing","2026-07-12","passed","2026-07-12","TestAcarsParserProperties","test_acars_fuzzing","",""
"
        Property: the parser is stateless — parsing the same frame twice
        must produce identical results.
        ","106","test_parsing_same_frame_twice_gives_same_result","tests.fuzzing","2026-07-12","passed","2026-07-12","TestACARSParserIdemPotence","test_acars_hypothesis","",""
"","1","test_valid_pdc_message","tests.fuzzing","2026-07-12","passed","2026-07-12","TestAcarsParserKnownInputs","test_acars_fuzzing","",""
"
        Property: batch parsing must produce the same results as individual parsing.
        ","129","test_batch_matches_individual_parses","tests.fuzzing","2026-07-12","passed","2026-07-12","TestACARSParserBatchConsistency","test_acars_hypothesis","",""
"","1","test_delete_nonexistent_plan_returns_404","tests.security","2026-07-12","passed","2026-07-12","TestFlightPlanContract","test_efb_api","",""
"
        W1 finding: an attacker can iterate a credential list and authenticate
        on success — no lockout mechanism exists.
        ","2","test_credential_stuffing_succeeds_without_lockout","tests.security","2026-07-12","passed","2026-07-12","TestW1NoRateLimiting","test_efb_api","",""
"
        Property: the parser must NEVER raise an unhandled exception,
        regardless of input content.
        ","296","test_parser_never_raises_on_arbitrary_bytes","tests.fuzzing","2026-07-12","passed","2026-07-12","TestACARSParserNeverCrashes","test_acars_hypothesis","",""
"End-to-end: all three agents produce non-empty Markdown output.","0","test_all_agents_produce_non_empty_markdown","tests.agents","2026-07-12","passed","2026-07-12","TestAgentPipelineIntegration","test_agents","",""
"
        Property: structured but randomised ACARS frames must never crash the parser.
        ","320","test_parser_never_raises_on_structured_frames","tests.fuzzing","2026-07-12","passed","2026-07-12","TestACARSParserNeverCrashes","test_acars_hypothesis","",""
"
        W2 finding: the hardcoded secret is guessable (contains 'dev' and year).
        A production secret must be randomly generated and stored in a vault.
        ","0","test_jwt_secret_is_weak","tests.security","2026-07-12","passed","2026-07-12","TestW2HardcodedSecret","test_efb_api","",""
"Null injection in JSON body fields.","1","test_null_values_in_body","tests.security","2026-07-12","passed","2026-07-12","TestInjectionAttacks","test_efb_api","",""
"","0","test_takeoff_returns_note_disclaimer","tests.security","2026-07-12","passed","2026-07-12","TestPerformanceContract","test_efb_api","",""
"","1","test_markdown_has_gap_summary","tests.agents","2026-07-12","passed","2026-07-12","TestComplianceMapperMarkdown","test_agents","",""
"","0","test_get_existing_plan_returns_200","tests.security","2026-07-12","passed","2026-07-12","TestFlightPlanContract","test_efb_api","",""
"
        CRITICAL PROPERTY: parser.parse() must never raise.
        A crash in an ACARS parser on an avionics unit is a safety event.
        ","1657","test_parser_never_crashes","tests.fuzzing","2026-07-12","passed","2026-07-12","TestAcarsParserProperties","test_acars_fuzzing","",""
"","0","test_builder_rejects_bad_label","tests.protocol","2026-07-12","passed","2026-07-12","TestBuilderValidation","test_acars_parser","",""
"","0","test_valid_free_text_message","tests.fuzzing","2026-07-12","passed","2026-07-12","TestAcarsParserKnownInputs","test_acars_fuzzing","",""
"Any message shorter than the header is always invalid.","1453","test_short_message_always_invalid","tests.fuzzing","2026-07-12","passed","2026-07-12","TestAcarsParserProperties","test_acars_fuzzing","",""
"","1","test_markdown_has_model_footer","tests.agents","2026-07-12","passed","2026-07-12","TestThreatModellerMarkdown","test_agents","",""
"","1","test_denial_of_data_targets_navigation","tests.protocol","2026-07-12","passed","2026-07-12","TestSSMSpoofingInjector","test_arinc429","",""
"","0","test_findings_count_matches_input","tests.agents","2026-07-12","passed","2026-07-12","TestPentestNarratorContract","test_agents","",""
"","0","test_valid_metar_message","tests.fuzzing","2026-07-12","passed","2026-07-12","TestAcarsParserKnownInputs","test_acars_fuzzing","",""
"","0","test_parser_stats_track_errors","tests.fuzzing","2026-07-12","passed","2026-07-12","TestAcarsParserKnownInputs","test_acars_fuzzing","",""
"SQL injection probe on the plan_id path parameter.","2","test_sql_injection_in_plan_id","tests.security","2026-07-12","passed","2026-07-12","TestInjectionAttacks","test_efb_api","",""
"","0","test_returns_pentest_report_type","tests.agents","2026-07-12","passed","2026-07-12","TestPentestNarratorContract","test_agents","",""
"","1","test_each_threat_has_mitigations","tests.agents","2026-07-12","passed","2026-07-12","TestThreatModellerContract","test_agents","",""
"","0","test_anomaly_count_clean_frame","tests.protocol","2026-07-12","passed","2026-07-12","TestARINC429Validator","test_arinc429","",""
"W5 finding: /health leaks the server hostname via platform.node().","1","test_health_exposes_hostname","tests.security","2026-07-12","passed","2026-07-12","TestW5InformationDisclosure","test_efb_api","",""
"","1","test_logout_invalidates_token","tests.security","2026-07-12","passed","2026-07-12","TestAuthentication","test_efb_api","",""
"
        W3 finding: capt_dubois (u001) can retrieve fp002 which belongs to
        fo_martin (u002).  The endpoint performs no ownership check.
        Fix: add `if plan.owner_id != current_user.id and role != 'dispatcher': 403`
        ","1","test_pilot_can_access_other_pilots_plan","tests.security","2026-07-12","passed","2026-07-12","TestW3IDOR","test_efb_api","",""
"W3 finding: sequential IDs make enumeration trivial.","1","test_idor_allows_enumeration","tests.security","2026-07-12","passed","2026-07-12","TestW3IDOR","test_efb_api","",""
"","0","test_bnr_value_survives_roundtrip[66-0.78]","tests.protocol","2026-07-12","passed","2026-07-12","TestBNREncoding","test_arinc429","",""
"","1","test_pilot_sees_only_own_plans","tests.security","2026-07-12","passed","2026-07-12","TestFlightPlanContract","test_efb_api","",""
"","1","test_w2_gets_highest_cvss","tests.agents","2026-07-12","passed","2026-07-12","TestPentestNarratorFallback","test_agents","",""
"","1","test_roundtrip_fields[213-1-0-3]","tests.protocol","2026-07-12","passed","2026-07-12","TestEncodeDecodeRoundtrip","test_arinc429","",""
"","0","test_assets_is_non_empty_list","tests.agents","2026-07-12","passed","2026-07-12","TestThreatModellerContract","test_agents","",""
"","0","test_single_bit_flip_detected","tests.protocol","2026-07-12","passed","2026-07-12","TestParity","test_arinc429","",""
"Verify ThreatModeller produces test names that match EFB test patterns.","0","test_story_generates_threat_model_with_test_names","tests.agents","2026-07-12","passed","2026-07-12","TestAgentPipelineIntegration","test_agents","",""
"W3 finding: IDOR returns complete plan including route and fuel data.","1","test_idor_exposes_full_plan_details","tests.security","2026-07-12","passed","2026-07-12","TestW3IDOR","test_efb_api","",""
"W5 adjacent: error body should NOT leak internal role names in prod.
        This test documents the current (weak) behaviour as a known finding.","1","test_forbidden_response_exposes_required_role","tests.security","2026-07-12","passed","2026-07-12","TestMaintenanceRBAC","test_efb_api","",""
"","0","test_binary_address_detected","tests.protocol","2026-07-12","passed","2026-07-12","TestMalformedAddressAttack","test_acars_parser","",""
"","0","test_attack_tree_has_root_and_tree","tests.agents","2026-07-12","passed","2026-07-12","TestThreatModellerContract","test_agents","",""
"","0","test_bytes_roundtrip","tests.protocol","2026-07-12","passed","2026-07-12","TestSerialization","test_arinc429","",""
"","0","test_live_model_has_more_threats_than_fallback","tests.agents","2026-07-12","skipped","2026-07-12","TestThreatModellerLive","test_agents","",""
"","1","test_dispatcher_forbidden_on_maintenance","tests.security","2026-07-12","passed","2026-07-12","TestMaintenanceRBAC","test_efb_api","",""
"","1","test_encoded_word_has_correct_parity","tests.protocol","2026-07-12","passed","2026-07-12","TestParity","test_arinc429","",""
"","0","test_roundtrip_fields[131-8750-1-0]","tests.protocol","2026-07-12","passed","2026-07-12","TestEncodeDecodeRoundtrip","test_arinc429","",""
"","0","test_markdown_contains_all_finding_ids","tests.agents","2026-07-12","passed","2026-07-12","TestComplianceMapperMarkdown","test_agents","",""
"","0","test_markdown_has_emoji_indicators","tests.agents","2026-07-12","passed","2026-07-12","TestComplianceMapperMarkdown","test_agents","",""
"Messages over 220 chars should flag an error AND truncate the body.","313","test_oversized_body_flagged","tests.fuzzing","2026-07-12","passed","2026-07-12","TestAcarsParserProperties","test_acars_fuzzing","",""
"","0","test_dispatcher_sees_all_plans","tests.security","2026-07-12","passed","2026-07-12","TestFlightPlanContract","test_efb_api","",""
"","0","test_model_name_is_set","tests.agents","2026-07-12","passed","2026-07-12","TestPentestNarratorContract","test_agents","",""
"","0","test_single_finding_handled","tests.agents","2026-07-12","passed","2026-07-12","TestPentestNarratorFallback","test_agents","",""
"","1","test_create_plan_returns_id","tests.security","2026-07-12","passed","2026-07-12","TestFlightPlanContract","test_efb_api","",""
"","0","test_get_metar_lfpg_returns_200","tests.security","2026-07-12","passed","2026-07-12","TestWeatherContract","test_efb_api","",""
"","0","test_likelihood_values_are_valid","tests.agents","2026-07-12","passed","2026-07-12","TestThreatModellerContract","test_agents","",""
"","0","test_binary_label_detected","tests.protocol","2026-07-12","passed","2026-07-12","TestLabelInjectionAttack","test_acars_parser","",""
"","0","test_story_title_preserved","tests.agents","2026-07-12","passed","2026-07-12","TestThreatModellerContract","test_agents","",""
"","0","test_spoof_to_failure_warning","tests.protocol","2026-07-12","passed","2026-07-12","TestSSMSpoofingInjector","test_arinc429","",""
"","0","test_bnr_value_survives_roundtrip[212-2.5]","tests.protocol","2026-07-12","passed","2026-07-12","TestBNREncoding","test_arinc429","",""
"W5 finding: /api/v1/version leaks server OS family.","1","test_version_exposes_server_os","tests.security","2026-07-12","passed","2026-07-12","TestW5InformationDisclosure","test_efb_api","",""
"","0","test_block_id_increments","tests.protocol","2026-07-12","passed","2026-07-12","TestNormalMessages","test_acars_parser","",""
"Aircraft ID with only spaces should trigger a warning.","0","test_spoofed_aircraft_id_flagged","tests.fuzzing","2026-07-12","passed","2026-07-12","TestAcarsParserKnownInputs","test_acars_fuzzing","",""
"W5 (info disclosure) is less severe — must be minor gap.","0","test_w5_is_minor_gap","tests.agents","2026-07-12","passed","2026-07-12","TestComplianceMapperCounting","test_agents","",""
"Type confusion: send string where integer expected.","1","test_type_confusion_on_cruise_fl","tests.security","2026-07-12","passed","2026-07-12","TestInjectionAttacks","test_efb_api","",""
"","1","test_metar_shape","tests.security","2026-07-12","passed","2026-07-12","TestWeatherContract","test_efb_api","",""
"","1","test_replayed_bus_id_contains_replay","tests.protocol","2026-07-12","passed","2026-07-12","TestReplayAttackGenerator","test_arinc429","",""
"","1","test_stream_yields_correct_count","tests.protocol","2026-07-12","passed","2026-07-12","TestNormalFlightScenario","test_arinc429","",""
"","0","test_ed202a_mapping_is_dict","tests.agents","2026-07-12","passed","2026-07-12","TestPentestNarratorContract","test_agents","",""
"","0","test_max_length_text_is_accepted","tests.protocol","2026-07-12","passed","2026-07-12","TestEdgeCases","test_acars_parser","",""
"","1","test_health_has_version","tests.security","2026-07-12","passed","2026-07-12","TestPublicEndpoints","test_efb_api","",""
"","0","test_markdown_has_title","tests.agents","2026-07-12","passed","2026-07-12","TestComplianceMapperMarkdown","test_agents","",""
"","1","test_version_returns_200","tests.security","2026-07-12","passed","2026-07-12","TestPublicEndpoints","test_efb_api","",""
"","1","test_remediation_plan_is_list","tests.agents","2026-07-12","passed","2026-07-12","TestPentestNarratorContract","test_agents","",""
"","0","test_health_has_status_ok","tests.security","2026-07-12","passed","2026-07-12","TestPublicEndpoints","test_efb_api","",""
"","0","test_binary_address_has_anomaly","tests.protocol","2026-07-12","passed","2026-07-12","TestMalformedAddressAttack","test_acars_parser","",""
"","1","test_position_report_parses_ok","tests.protocol","2026-07-12","passed","2026-07-12","TestNormalMessages","test_acars_parser","",""
"","0","test_all_stride_categories_covered","tests.agents","2026-07-12","passed","2026-07-12","TestThreatModellerContract","test_agents","",""
"","0","test_takeoff_returns_200","tests.security","2026-07-12","passed","2026-07-12","TestPerformanceContract","test_efb_api","",""
"","0","test_to_markdown_returns_string","tests.agents","2026-07-12","passed","2026-07-12","TestComplianceMapperMarkdown","test_agents","",""
"The W4+W3 chain (debug → enumerate IDs → IDOR) must be identified.","0","test_live_w4_w3_chain_identified","tests.agents","2026-07-12","skipped","2026-07-12","TestPentestNarratorLive","test_agents","",""
"","1","test_spoofed_word_has_valid_parity","tests.protocol","2026-07-12","passed","2026-07-12","TestSSMSpoofingInjector","test_arinc429","",""
"","0","test_list_returns_200","tests.security","2026-07-12","passed","2026-07-12","TestFlightPlanContract","test_efb_api","",""
"","0","test_bnr_value_survives_roundtrip[200-87.0]","tests.protocol","2026-07-12","passed","2026-07-12","TestBNREncoding","test_arinc429","",""
"","1","test_parity_of_zero_is_one","tests.protocol","2026-07-12","passed","2026-07-12","TestParity","test_arinc429","",""
"","0","test_critical_count_is_correct","tests.agents","2026-07-12","passed","2026-07-12","TestComplianceMapperCounting","test_agents","",""
"","0","test_roundtrip_fields[200-16383-2-2]","tests.protocol","2026-07-12","passed","2026-07-12","TestEncodeDecodeRoundtrip","test_arinc429","",""
"","0","test_each_entry_has_verification_test","tests.agents","2026-07-12","passed","2026-07-12","TestComplianceMapperContract","test_agents","",""
"","0","test_generates_expected_labels","tests.protocol","2026-07-12","passed","2026-07-12","TestNormalFlightScenario","test_arinc429","",""
"W4 finding: flight plan IDs leaked — aids IDOR enumeration (W3+W4).","1","test_debug_exposes_flight_plan_ids","tests.security","2026-07-12","passed","2026-07-12","TestW4DebugEndpoint","test_efb_api","",""
"","0","test_corrupt_word_fails_parity","tests.protocol","2026-07-12","passed","2026-07-12","TestParityCorruptionInjector","test_arinc429","",""
"","0","test_live_attack_tree_for_high_impact_threat","tests.agents","2026-07-12","skipped","2026-07-12","TestThreatModellerLive","test_agents","",""
"","0","test_to_markdown_returns_string","tests.agents","2026-07-12","passed","2026-07-12","TestPentestNarratorMarkdown","test_agents","",""
"","1","test_valid_credentials_return_200","tests.security","2026-07-12","passed","2026-07-12","TestAuthentication","test_efb_api","",""
"","1","test_wrong_method_returns_405","tests.security","2026-07-12","passed","2026-07-12","TestPublicEndpoints","test_efb_api","",""
"","0","test_atis_request_parses_ok","tests.protocol","2026-07-12","passed","2026-07-12","TestNormalMessages","test_acars_parser","",""
"","0","test_impact_values_are_valid","tests.agents","2026-07-12","passed","2026-07-12","TestThreatModellerContract","test_agents","",""
"W2 (hardcoded secret) and W4 (unauth debug) must be CRITICAL gaps.","0","test_w2_and_w4_are_critical","tests.agents","2026-07-12","passed","2026-07-12","TestComplianceMapperCounting","test_agents","",""
"","0","test_markdown_has_model_footer","tests.agents","2026-07-12","passed","2026-07-12","TestPentestNarratorMarkdown","test_agents","",""
"","0","test_markdown_has_title","tests.agents","2026-07-12","passed","2026-07-12","TestPentestNarratorMarkdown","test_agents","",""
"","0","test_gap_values_are_valid_enum","tests.agents","2026-07-12","passed","2026-07-12","TestComplianceMapperContract","test_agents","",""
"W4 finding: debug endpoint leaks all active session tokens.","1","test_debug_exposes_active_tokens","tests.security","2026-07-12","passed","2026-07-12","TestW4DebugEndpoint","test_efb_api","",""
